getter	page_var	logical_name	spec_alias	canonical_guess	page_id	pages_in_chain	total_record_slots	has_data	note	refs_catalog_cpp	refs_catalog_h	refs_executor_cpp	first_refs
sblrModuleTablePage	sblr_module_table_page_	sblr_module			239	1	0	no	ok	17	2	0	src/core/catalog_manager.cpp:11671,src/core/catalog_manager.cpp:11673,src/core/catalog_manager.cpp:11674,src/core/catalog_manager.cpp:13400,src/core/catalog_manager.cpp:19991,src/core/catalog_manager.cpp:20317
sblrPlanTablePage	sblr_plan_table_page_	sblr_plan			240	1	0	no	ok	15	2	0	src/core/catalog_manager.cpp:11677,src/core/catalog_manager.cpp:11679,src/core/catalog_manager.cpp:11680,src/core/catalog_manager.cpp:13405,src/core/catalog_manager.cpp:19992,src/core/catalog_manager.cpp:20318
sblrPlanDependencyTablePage	sblr_plan_dependency_table_page_	sblr_plan_dependency			241	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11683,src/core/catalog_manager.cpp:11685,src/core/catalog_manager.cpp:11686,src/core/catalog_manager.cpp:13410,src/core/catalog_manager.cpp:19993,src/core/catalog_manager.cpp:20319
sblrStatementNormTablePage	sblr_statement_norm_table_page_	sblr_statement_norm			242	1	0	no	ok	14	2	0	src/core/catalog_manager.cpp:11689,src/core/catalog_manager.cpp:11691,src/core/catalog_manager.cpp:11692,src/core/catalog_manager.cpp:13415,src/core/catalog_manager.cpp:19994,src/core/catalog_manager.cpp:20320
sblrArtifactTablePage	sblr_artifact_table_page_	sblr_artifact			243	1	0	no	ok	14	2	0	src/core/catalog_manager.cpp:11695,src/core/catalog_manager.cpp:11697,src/core/catalog_manager.cpp:11698,src/core/catalog_manager.cpp:13420,src/core/catalog_manager.cpp:19995,src/core/catalog_manager.cpp:20321
sblrArtifactStatsTablePage	sblr_artifact_stats_table_page_	sblr_artifact_stats			244	1	0	no	ok	11	2	0	src/core/catalog_manager.cpp:11701,src/core/catalog_manager.cpp:11703,src/core/catalog_manager.cpp:11704,src/core/catalog_manager.cpp:13425,src/core/catalog_manager.cpp:19996,src/core/catalog_manager.cpp:20322
sblrCompilerTargetTablePage	sblr_compiler_target_table_page_	sblr_compiler_target			245	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11707,src/core/catalog_manager.cpp:11709,src/core/catalog_manager.cpp:11710,src/core/catalog_manager.cpp:13430,src/core/catalog_manager.cpp:19997,src/core/catalog_manager.cpp:20323
sblrCompileQueueTablePage	sblr_compile_queue_table_page_	sblr_compile_queue			246	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11713,src/core/catalog_manager.cpp:11715,src/core/catalog_manager.cpp:11716,src/core/catalog_manager.cpp:13435,src/core/catalog_manager.cpp:19998,src/core/catalog_manager.cpp:20324
replicationChannelTablePage	replication_channel_table_page_	replication_channel			193	1	0	no	ok	20	2	0	src/core/catalog_manager.cpp:11389,src/core/catalog_manager.cpp:11391,src/core/catalog_manager.cpp:11392,src/core/catalog_manager.cpp:13167,src/core/catalog_manager.cpp:19999,src/core/catalog_manager.cpp:20325
replicationChannelMemberTablePage	replication_channel_member_table_page_	replication_channel_member			194	1	0	no	ok	19	2	0	src/core/catalog_manager.cpp:11395,src/core/catalog_manager.cpp:11397,src/core/catalog_manager.cpp:11398,src/core/catalog_manager.cpp:13173,src/core/catalog_manager.cpp:20000,src/core/catalog_manager.cpp:20326
replicationOriginTablePage	replication_origin_table_page_	replication_origin			195	1	0	no	ok	18	2	0	src/core/catalog_manager.cpp:11401,src/core/catalog_manager.cpp:11403,src/core/catalog_manager.cpp:11404,src/core/catalog_manager.cpp:13178,src/core/catalog_manager.cpp:20001,src/core/catalog_manager.cpp:20327
replicationCursorTablePage	replication_cursor_table_page_	replication_cursor			196	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11407,src/core/catalog_manager.cpp:11409,src/core/catalog_manager.cpp:11410,src/core/catalog_manager.cpp:13183,src/core/catalog_manager.cpp:20002,src/core/catalog_manager.cpp:20328
replicationOriginProgressTablePage	replication_origin_progress_table_page_	replication_origin_progress			197	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11413,src/core/catalog_manager.cpp:11415,src/core/catalog_manager.cpp:11416,src/core/catalog_manager.cpp:13189,src/core/catalog_manager.cpp:20003,src/core/catalog_manager.cpp:20329
replicationTxnBatchTablePage	replication_txn_batch_table_page_	replication_txn_batch			198	1	0	no	ok	15	2	0	src/core/catalog_manager.cpp:11419,src/core/catalog_manager.cpp:11421,src/core/catalog_manager.cpp:11422,src/core/catalog_manager.cpp:13194,src/core/catalog_manager.cpp:20004,src/core/catalog_manager.cpp:20330
replicationApplyLogTablePage	replication_apply_log_table_page_	replication_apply_log			199	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11425,src/core/catalog_manager.cpp:11427,src/core/catalog_manager.cpp:11428,src/core/catalog_manager.cpp:13199,src/core/catalog_manager.cpp:20005,src/core/catalog_manager.cpp:20331
replicationRetryQueueTablePage	replication_retry_queue_table_page_	replication_retry_queue			200	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11431,src/core/catalog_manager.cpp:11433,src/core/catalog_manager.cpp:11434,src/core/catalog_manager.cpp:13204,src/core/catalog_manager.cpp:20006,src/core/catalog_manager.cpp:20332
replicationConflictTablePage	replication_conflict_table_page_	replication_conflict			201	1	0	no	ok	11	2	0	src/core/catalog_manager.cpp:11437,src/core/catalog_manager.cpp:11439,src/core/catalog_manager.cpp:11440,src/core/catalog_manager.cpp:13209,src/core/catalog_manager.cpp:20007,src/core/catalog_manager.cpp:20333
replicationSplitBrainEventTablePage	replication_split_brain_event_table_page_	replication_split_brain_event			202	1	0	no	ok	11	2	0	src/core/catalog_manager.cpp:11443,src/core/catalog_manager.cpp:11445,src/core/catalog_manager.cpp:11446,src/core/catalog_manager.cpp:13215,src/core/catalog_manager.cpp:20008,src/core/catalog_manager.cpp:20334
replicationErrorTablePage	replication_error_table_page_	replication_error			203	1	0	no	ok	16	2	0	src/core/catalog_manager.cpp:11449,src/core/catalog_manager.cpp:11451,src/core/catalog_manager.cpp:11452,src/core/catalog_manager.cpp:13220,src/core/catalog_manager.cpp:20009,src/core/catalog_manager.cpp:20335
encryptionKeysTablePage	encryption_keys_table_page_	encryption_keys			311	1	0	no	ok	4	2	0	src/core/catalog_manager.cpp:15267,src/core/catalog_manager.cpp:15272,src/core/catalog_manager.cpp:20032,src/core/catalog_manager.cpp:20358,include/scratchbird/core/catalog_manager.h:12529,include/scratchbird/core/catalog_manager.h:13224
