getter	page_var	logical_name	spec_alias	canonical_guess	page_id	pages_in_chain	total_record_slots	has_data	note	refs_catalog_cpp	refs_catalog_h	refs_executor_cpp	first_refs
sblrCompilerTargetTablePage	sblr_compiler_target_table_page_	sblr_compiler_target			245	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11560,src/core/catalog_manager.cpp:11562,src/core/catalog_manager.cpp:11563,src/core/catalog_manager.cpp:13283,src/core/catalog_manager.cpp:19849,src/core/catalog_manager.cpp:20175
sblrCompileQueueTablePage	sblr_compile_queue_table_page_	sblr_compile_queue			246	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11566,src/core/catalog_manager.cpp:11568,src/core/catalog_manager.cpp:11569,src/core/catalog_manager.cpp:13288,src/core/catalog_manager.cpp:19850,src/core/catalog_manager.cpp:20176
replicationChannelTablePage	replication_channel_table_page_	replication_channel			193	1	0	no	ok	20	2	0	src/core/catalog_manager.cpp:11242,src/core/catalog_manager.cpp:11244,src/core/catalog_manager.cpp:11245,src/core/catalog_manager.cpp:13020,src/core/catalog_manager.cpp:19851,src/core/catalog_manager.cpp:20177
replicationChannelMemberTablePage	replication_channel_member_table_page_	replication_channel_member			194	1	0	no	ok	19	2	0	src/core/catalog_manager.cpp:11248,src/core/catalog_manager.cpp:11250,src/core/catalog_manager.cpp:11251,src/core/catalog_manager.cpp:13026,src/core/catalog_manager.cpp:19852,src/core/catalog_manager.cpp:20178
replicationOriginTablePage	replication_origin_table_page_	replication_origin			195	1	0	no	ok	18	2	0	src/core/catalog_manager.cpp:11254,src/core/catalog_manager.cpp:11256,src/core/catalog_manager.cpp:11257,src/core/catalog_manager.cpp:13031,src/core/catalog_manager.cpp:19853,src/core/catalog_manager.cpp:20179
replicationCursorTablePage	replication_cursor_table_page_	replication_cursor			196	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11260,src/core/catalog_manager.cpp:11262,src/core/catalog_manager.cpp:11263,src/core/catalog_manager.cpp:13036,src/core/catalog_manager.cpp:19854,src/core/catalog_manager.cpp:20180
replicationOriginProgressTablePage	replication_origin_progress_table_page_	replication_origin_progress			197	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11266,src/core/catalog_manager.cpp:11268,src/core/catalog_manager.cpp:11269,src/core/catalog_manager.cpp:13042,src/core/catalog_manager.cpp:19855,src/core/catalog_manager.cpp:20181
replicationTxnBatchTablePage	replication_txn_batch_table_page_	replication_txn_batch			198	1	0	no	ok	15	2	0	src/core/catalog_manager.cpp:11272,src/core/catalog_manager.cpp:11274,src/core/catalog_manager.cpp:11275,src/core/catalog_manager.cpp:13047,src/core/catalog_manager.cpp:19856,src/core/catalog_manager.cpp:20182
replicationApplyLogTablePage	replication_apply_log_table_page_	replication_apply_log			199	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11278,src/core/catalog_manager.cpp:11280,src/core/catalog_manager.cpp:11281,src/core/catalog_manager.cpp:13052,src/core/catalog_manager.cpp:19857,src/core/catalog_manager.cpp:20183
replicationRetryQueueTablePage	replication_retry_queue_table_page_	replication_retry_queue			200	1	0	no	ok	12	2	0	src/core/catalog_manager.cpp:11284,src/core/catalog_manager.cpp:11286,src/core/catalog_manager.cpp:11287,src/core/catalog_manager.cpp:13057,src/core/catalog_manager.cpp:19858,src/core/catalog_manager.cpp:20184
replicationConflictTablePage	replication_conflict_table_page_	replication_conflict			201	1	0	no	ok	11	2	0	src/core/catalog_manager.cpp:11290,src/core/catalog_manager.cpp:11292,src/core/catalog_manager.cpp:11293,src/core/catalog_manager.cpp:13062,src/core/catalog_manager.cpp:19859,src/core/catalog_manager.cpp:20185
replicationSplitBrainEventTablePage	replication_split_brain_event_table_page_	replication_split_brain_event			202	1	0	no	ok	11	2	0	src/core/catalog_manager.cpp:11296,src/core/catalog_manager.cpp:11298,src/core/catalog_manager.cpp:11299,src/core/catalog_manager.cpp:13068,src/core/catalog_manager.cpp:19860,src/core/catalog_manager.cpp:20186
replicationErrorTablePage	replication_error_table_page_	replication_error			203	1	0	no	ok	16	2	0	src/core/catalog_manager.cpp:11302,src/core/catalog_manager.cpp:11304,src/core/catalog_manager.cpp:11305,src/core/catalog_manager.cpp:13073,src/core/catalog_manager.cpp:19861,src/core/catalog_manager.cpp:20187
encryptionKeysTablePage	encryption_keys_table_page_	encryption_keys			311	1	0	no	ok	4	2	0	src/core/catalog_manager.cpp:15120,src/core/catalog_manager.cpp:15125,src/core/catalog_manager.cpp:19884,src/core/catalog_manager.cpp:20210,include/scratchbird/core/catalog_manager.h:12444,include/scratchbird/core/catalog_manager.h:13139
